State Name,Submission Date,7-day Avg Cases,7-day average New Cases per 100K,7-day Avg Deaths,7-day average New Deaths per 100K,Total Cases,Total cases per 100k,Total Deaths,Total Deaths per 100k
Florida,2022-01-14,58150,270.7461,150,0.7017,5063712,23576.5621,64682,301.1584
Florida,2022-01-15,53900,250.9609,159,0.7423,5110577,23794.7648,64861,301.9918
Florida,2022-01-16,51386,239.2557,168,0.7849,5142111,23941.5866,65053,302.8857
Florida,2022-01-17,49287,229.4828,179,0.8354,5174824,24093.8978,65261,303.8542
Florida,2022-01-18,45212,210.5063,187,0.874,5217541,24292.7875,65470,304.8273
Florida,2022-01-19,43866,204.2407,193,0.9026,5263226,24505.4961,65665,305.7352
Florida,2022-01-20,40969,190.7543,200,0.9332,5301508,24683.7365,65898,306.82
Florida,2022-01-21,37206,173.2339,206,0.9605,5324159,24789.1992,66126,307.8816
Florida,2022-01-22,31695,147.5727,213,0.9944,5332444,24827.774,66356,308.9525
Florida,2022-01-23,32281,150.3012,216,1.0057,5368080,24993.6946,66565,309.9256
Florida,2022-01-24,32590,151.7392,217,1.0143,5402955,25156.0721,66786,310.9545
Florida,2022-01-25,31814,148.1268,220,1.0263,5440241,25329.6751,67013,312.0115
Florida,2022-01-26,29268,136.2747,224,1.0463,5468107,25459.4187,67238,313.0591
Florida,2022-01-27,28145,131.046,221,1.0323,5498528,25601.0584,67450,314.0461
Florida,2022-01-28,28129,130.9722,222,1.035,5521068,25706.0043,67682,315.1263
Florida,2022-01-29,29755,138.5401,223,1.0403,5540731,25797.5549,67920,316.2344
Florida,2022-01-30,26846,124.9985,222,1.0363,5556008,25868.6844,68123,317.1796
Florida,2022-01-31,24713,115.064,219,1.0223,5575947,25961.5201,68323,318.1108
Florida,2022-02-01,21788,101.4486,221,1.0296,5592763,26039.8151,68561,319.2189
Florida,2022-02-02,20340,94.7067,219,1.0217,5610493,26122.3657,68774,320.2106
Florida,2022-02-03,18690,87.0223,221,1.0296,5629361,26210.2148,68998,321.2536
Florida,2022-02-04,18181,84.6518,213,0.9937,5648337,26298.5667,69176,322.0823
Florida,2022-02-05,17020,79.2482,207,0.9651,5659876,26352.2921,69371,322.9903
Florida,2022-02-06,17751,82.6497,201,0.9398,5680267,26447.2323,69536,323.7585
Florida,2022-02-07,17649,82.1741,196,0.9146,5699491,26536.7389,69698,324.5128
Florida,2022-02-08,17085,79.5482,189,0.8833,5712359,26596.6522,69889,325.4021
Florida,2022-02-09,16001,74.5037,180,0.8394,5722505,26643.8918,70036,326.0865
Florida,2022-02-10,14706,68.4749,173,0.8062,5732309,26689.539,70210,326.8966
Florida,2022-02-11,13267,61.7709,173,0.8062,5741206,26730.9633,70388,327.7254
Florida,2022-02-12,12360,57.5486,170,0.7928,5746397,26755.1325,70563,328.5402
Florida,2022-02-13,10043,46.7627,166,0.7749,5750572,26774.5713,70701,329.1827
Florida,2022-02-14,8151,37.9536,162,0.7569,5756552,26802.4141,70836,329.8113
Florida,2022-02-15,7227,33.6501,156,0.7263,5762950,26832.203,70981,330.4864
Florida,2022-02-16,6697,31.1845,152,0.711,5769389,26862.1829,71105,331.0637
Florida,2022-02-17,6053,28.1867,149,0.6944,5774686,26886.8457,71254,331.7575
Florida,2022-02-18,5556,25.8686,141,0.6572,5780098,26912.0439,71376,332.3255
Florida,2022-02-19,5245,24.424,130,0.6059,5783117,26926.1003,71474,332.7818
Florida,2022-02-20,5093,23.7129,122,0.5714,5786223,26940.5618,71560,333.1822
Florida,2022-02-21,4763,22.1804,119,0.5574,5789899,26957.6772,71674,333.713
Florida,2022-02-22,4410,20.5369,112,0.5248,5793826,26975.9612,71770,334.16
Florida,2022-02-23,3992,18.5874,111,0.5175,5797334,26992.2944,71883,334.6861
Florida,2022-02-24,3651,16.9997,101,0.4722,5800244,27005.8433,71964,335.0632
Florida,2022-02-25,3266,15.2091,98,0.4563,5802964,27018.5076,72062,335.5195
Florida,2022-02-26,3033,14.1216,93,0.4357,5804348,27024.9515,72129,335.8315
Florida,2022-02-27,2850,13.2709,92,0.431,5806175,27033.4579,72208,336.1993
Florida,2022-02-28,2630,12.2479,86,0.4044,5808313,27043.4124,72282,336.5438
Florida,2022-03-01,2320,10.8032,83,0.3864,5810068,27051.5837,72351,336.8651
Florida,2022-03-02,2150,10.0137,76,0.3545,5812389,27062.3902,72416,337.1677
Florida,2022-03-03,2015,9.3851,74,0.3459,5814354,27071.5392,72484,337.4843
Florida,2022-03-04,1877,8.7399,71,0.3326,5816104,27079.6872,72562,337.8475
Florida,2022-03-05,1908,8.8843,68,0.3186,5817705,27087.1414,72608,338.0617
Florida,2022-03-06,1763,8.2092,64,0.302,5818517,27090.9221,72662,338.3131
Florida,2022-03-07,1682,7.8354,62,0.2907,5820093,27098.2599,72719,338.5785
Florida,2022-03-08,1665,7.7529,59,0.2767,5821724,27105.8538,72767,338.802
Florida,2022-03-09,1552,7.2294,56,0.2647,5823258,27112.9961,72814,339.0208
Florida,2022-03-10,1466,6.8283,53,0.2501,5824620,27119.3376,72860,339.235
Florida,2022-03-11,1391,6.4785,47,0.2202,5825844,27125.0365,72893,339.3886
Florida,2022-03-12,1272,5.9257,45,0.2122,5826614,27128.6216,72927,339.5469
Florida,2022-03-13,1252,5.8313,43,0.2002,5827284,27131.7411,72963,339.7146
Florida,2022-03-14,1198,5.5812,40,0.1869,5828484,27137.3283,73000,339.8868
Florida,2022-03-15,1145,5.3351,37,0.1749,5829745,27143.1995,73030,340.0265
Florida,2022-03-16,1145,5.3311,35,0.1656,5831273,27150.3138,73063,340.1802
Florida,2022-03-17,1148,5.3464,33,0.1556,5832658,27156.7624,73094,340.3245
Florida,2022-03-18,1151,5.3604,32,0.149,5833903,27162.5591,73117,340.4316
Florida,2022-03-19,1177,5.4828,30,0.1437,5834857,27167.0009,73143,340.5526
Florida,2022-03-20,1176,5.4788,29,0.1377,5835521,27170.0925,73170,340.6783
Florida,2022-03-21,1127,5.2493,27,0.127,5836376,27174.0733,73191,340.7761
Florida,2022-03-22,1228,5.7175,25,0.1164,5838341,27183.2223,73205,340.8413
Florida,2022-03-23,1243,5.79,22,0.1031,5839978,27190.8442,73218,340.9018
Florida,2022-03-24,1249,5.816,19,0.0911,5841402,27197.4743,73231,340.9624
Florida,2022-03-25,1277,5.9464,17,0.0805,5842843,27204.1836,73238,340.995
Florida,2022-03-26,1294,6.0262,13,0.0639,5843917,27209.1841,73239,340.9996
Florida,2022-03-27,1318,6.1392,10,0.0466,5844751,27213.0672,73240,341.0043
Florida,2022-03-28,1408,6.5596,7,0.0333,5846238,27219.9906,73241,341.0089
Florida,2022-03-29,1320,6.1472,5,0.0259,5847583,27226.2529,73244,341.0229
Florida,2022-03-30,1424,6.6321,3,0.0173,5849949,27237.269,73244,341.0229
New York,2020-01-22,0,0,0,0,0,0,0,0
New York,2020-01-23,0,0,0,0,0,0,0,0
New York,2020-01-24,0,0,0,0,0,0,0,0
New York,2020-01-25,0,0,0,0,0,0,0,0
New York,2020-01-26,0,0,0,0,0,0,0,0
New York,2020-01-27,0,0,0,0,0,0,0,0
New York,2020-01-28,0,0,0,0,0,0,0,0
New York,2020-01-29,0,0,0,0,0,0,0,0
New York,2020-01-30,0,0,0,0,0,0,0,0
New York,2020-01-31,0,0,0,0,0,0,0,0
New York,2020-02-01,0,0,0,0,0,0,0,0
New York,2020-02-02,0,0,0,0,0,0,0,0
New York,2020-02-03,0,0,0,0,0,0,0,0
New York,2020-02-04,0,0,0,0,0,0,0,0
New York,2020-02-05,0,0,0,0,0,0,0,0
New York,2020-02-06,0,0,0,0,0,0,0,0
New York,2020-02-07,0,0,0,0,0,0,0,0
New York,2020-02-08,0,0,0,0,0,0,0,0
New York,2020-02-09,0,0,0,0,0,0,0,0
New York,2020-02-10,0,0,0,0,0,0,0,0
New York,2020-02-11,0,0,0,0,0,0,0,0
New York,2020-02-12,0,0,0,0,0,0,0,0
New York,2020-02-13,0,0,0,0,0,0,0,0
New York,2020-02-14,0,0,0,0,0,0,0,0
New York,2020-02-15,0,0,0,0,0,0,0,0
New York,2020-02-16,0,0,0,0,0,0,0,0
New York,2020-02-17,0,0,0,0,0,0,0,0
New York,2020-02-18,0,0,0,0,0,0,0,0
New York,2020-02-19,0,0,0,0,0,0,0,0
New York,2020-02-20,0,0,0,0,0,0,0,0
New York,2020-02-21,0,0,0,0,0,0,0,0
New York,2020-02-22,0,0,0,0,0,0,0,0
New York,2020-02-23,0,0,0,0,0,0,0,0
New York,2020-02-24,0,0,0,0,0,0,0,0
New York,2020-02-25,0,0,0,0,0,0,0,0
New York,2020-02-26,0,0,0,0,0,0,0,0
New York,2020-02-27,0,0,0,0,0,0,0,0
New York,2020-02-28,0,0,0,0,0,0,0,0
New York,2020-02-29,0,0,0,0,0,0,0,0
New York,2020-03-01,0,0,0,0,0,0,0,0
New York,2020-03-02,0,0,0,0,0,0,0,0
New York,2020-03-03,0,0,0,0,0,0,0,0
New York,2020-03-04,0,0.0013,0,0,1,0.009,0,0
New York,2020-03-05,1,0.0155,0,0,12,0.1086,0,0
New York,2020-03-06,3,0.0271,0,0,21,0.19,0,0
New York,2020-03-07,4,0.0362,0,0,28,0.2533,0,0
New York,2020-03-08,4,0.0362,0,0,28,0.2533,0,0
New York,2020-03-09,17,0.1615,0,0,125,1.1307,0,0
New York,2020-03-10,19,0.177,0,0,137,1.2393,0,0
New York,2020-03-11,23,0.2106,0,0,164,1.4835,0,0
New York,2020-03-12,31,0.2817,0,0,230,2.0805,0,0
New York,2020-03-13,35,0.3179,0,0,267,2.4152,0,0
New York,2020-03-14,40,0.3657,0,0,311,2.8133,0,0
New York,2020-03-15,53,0.4807,0,0.0013,400,3.6183,1,0.009
New York,2020-03-16,51,0.4678,0,0.0013,487,4.4053,1,0.009
New York,2020-03-17,84,0.7663,0,0.0013,730,6.6035,1,0.009
New York,2020-03-18,125,1.1359,0,0.0013,1043,9.4348,1,0.009
New York,2020-03-19,207,1.8777,0,0.0065,1683,15.2241,5,0.0452
New York,2020-03-20,346,3.1363,2,0.0194,2694,24.3695,15,0.1357
New York,2020-03-21,547,4.9545,3,0.0271,4145,37.495,21,0.19
New York,2020-03-22,817,7.3956,3,0.0297,6123,55.3876,24,0.2171
New York,2020-03-23,1154,10.4454,4,0.0388,8570,77.5228,31,0.2804
New York,2020-03-24,1433,12.9627,5,0.0491,10761,97.3422,39,0.3528
New York,2020-03-25,1701,15.3934,7,0.0659,12955,117.1888,52,0.4704
New York,2020-03-26,2026,18.3269,7,0.0698,15865,143.5122,59,0.5337
New York,2020-03-27,2363,21.3779,11,0.1047,19237,174.0147,96,0.8684
New York,2020-03-28,2629,23.7867,12,0.1111,22552,204.0016,107,0.9679
New York,2020-03-29,2803,25.3568,13,0.1228,25745,232.885,119,1.0765
New York,2020-03-30,2924,26.4578,17,0.1602,29044,262.7272,155,1.4021
New York,2020-03-31,3127,28.2941,24,0.2223,32656,295.4007,211,1.9087
New York,2020-04-01,3331,30.133,31,0.2882,36273,328.1195,275,2.4876
New York,2020-04-02,3529,31.9279,48,0.4342,40572,367.0076,395,3.5731
New York,2020-04-03,3781,34.2023,58,0.5324,45704,413.4308,508,4.5953
New York,2020-04-04,3978,35.9843,65,0.5931,50398,455.8919,566,5.1199
New York,2020-04-05,4105,37.1331,128,1.1605,54480,492.817,1017,9.1996
New York,2020-04-06,4163,37.6617,148,1.3465,58188,526.359,1197,10.8279
New York,2020-04-07,4177,37.787,166,1.5081,61897,559.91,1378,12.4652
New York,2020-04-08,4462,40.3703,181,1.6412,67513,610.7114,1545,13.9758
New York,2020-04-09,4619,41.7892,198,1.7988,72910,659.5317,1787,16.1649
New York,2020-04-10,4632,41.9003,216,1.9591,78128,706.7329,2024,18.3088
New York,2020-04-11,4536,41.0319,242,2.1891,82150,743.1152,2260,20.4436
New York,2020-04-12,4429,40.0679,203,1.8428,85486,773.2921,2443,22.099
New York,2020-04-13,4297,38.8712,209,1.8919,88268,798.4576,2661,24.071
New York,2020-04-14,4263,38.5689,214,1.9436,91743,829.8919,2882,26.0701
New York,2020-04-15,3994,36.1368,219,1.9849,95477,863.6691,3081,27.8702
New York,2020-04-16,3746,33.8934,208,1.8867,99138,896.7859,3247,29.3718
New York,2020-04-17,3451,31.2236,219,1.9849,102290,925.2983,3560,32.2032
New York,2020-04-18,3342,30.2363,186,1.6825,105548,954.7697,3562,32.2213
New York,2020-04-19,3266,29.5463,192,1.7368,108350,980.1161,3787,34.2566
New York,2020-04-20,3205,28.9958,182,1.6528,110706,1001.4281,3940,35.6406
New York,2020-04-21,2946,26.649,175,1.583,112365,1016.4351,4107,37.1512
New York,2020-04-22,2758,24.9497,168,1.5236,114784,1038.317,4260,38.5353
New York,2020-04-23,2638,23.8642,165,1.499,117605,1063.8353,4407,39.865
New York,2020-04-24,2689,24.3294,141,1.2819,121117,1095.6042,4552,41.1766
New York,2020-04-25,3068,27.7604,164,1.49,127030,1149.0923,4715,42.6511
New York,2020-04-26,3062,27.7022,149,1.3491,129787,1174.0316,4831,43.7004
New York,2020-04-27,2971,26.8803,143,1.3013,131507,1189.5905,4947,44.7497
New York,2020-04-28,2914,26.366,136,1.2315,132768,1200.9972,5060,45.7719
New York,2020-04-29,2866,25.9305,130,1.176,134850,1219.8307,5170,46.767
New York,2020-04-30,2755,24.9264,134,1.2121,136894,1238.3204,5345,48.35
New York,2020-05-01,2501,22.6236,127,1.1501,138624,1253.9697,5442,49.2274
New York,2020-05-02,1941,17.5657,118,1.0713,140623,1272.0523,5544,50.1501
New York,2020-05-03,1756,15.8909,117,1.0597,142084,1285.2682,5651,51.118
New York,2020-05-04,1685,15.2422,123,1.1126,143302,1296.2861,5808,52.5382
New York,2020-05-05,1650,14.9256,121,1.0945,144318,1305.4766,5907,53.4337
New York,2020-05-06,1539,13.9267,187,1.6954,145627,1317.3176,6482,58.6351
New York,2020-05-07,1479,13.3865,176,1.5959,147253,1332.0262,6580,59.5216
New York,2020-05-08,1428,12.9226,173,1.5701,148624,1344.428,6657,60.2181
New York,2020-05-09,1315,11.9017,174,1.5791,149833,1355.3644,6766,61.2041
New York,2020-05-10,1270,11.4934,173,1.5714,150978,1365.7219,6867,62.1177
New York,2020-05-11,1199,10.8498,162,1.4719,151698,1372.2349,6947,62.8414
New York,2020-05-12,1149,10.395,162,1.4706,152362,1378.2413,7045,63.7279
New York,2020-05-13,1112,10.059,92,0.84,153411,1387.7304,7132,64.5149
New York,2020-05-14,1036,9.3728,90,0.8154,154506,1397.6356,7211,65.2295
New York,2020-05-15,976,8.8287,88,0.8038,155456,1406.2291,7279,65.8446
New York,2020-05-16,971,8.7861,87,0.7896,156632,1416.867,7377,66.7311
New York,2020-05-17,935,8.4643,83,0.7508,157528,1424.9721,7448,67.3734
New York,2020-05-18,920,8.326,78,0.7095,158141,1430.5172,7496,67.8076
New York,2020-05-19,951,8.609,72,0.6526,159024,1438.5047,7550,68.296
New York,2020-05-20,915,8.2821,67,0.6125,159820,1445.7051,7606,68.8026
New York,2020-05-21,896,8.1115,64,0.5802,160783,1454.4163,7660,69.2911
New York,2020-05-22,887,8.0301,62,0.5647,161670,1462.4399,7716,69.7977
New York,2020-05-23,861,7.7898,55,0.4975,162660,1471.3953,7762,70.2138
New York,2020-05-24,837,7.5778,54,0.4936,163392,1478.0169,7830,70.8289
New York,2020-05-25,841,7.614,54,0.4949,164033,1483.8152,7879,71.2721
New York,2020-05-26,787,7.1217,53,0.4872,164535,1488.3562,7927,71.7063
New York,2020-05-27,739,6.69,53,0.4794,164997,1492.5354,7977,72.1586
New York,2020-05-28,699,6.3308,51,0.4691,165682,1498.7318,8023,72.5747
New York,2020-05-29,659,5.9638,48,0.442,166285,1504.1865,8058,72.8913
New York,2020-05-30,607,5.4908,48,0.4368,166909,1509.8311,8100,73.2713
New York,2020-05-31,582,5.266,42,0.3877,167467,1514.8786,8130,73.5426
New York,2020-06-01,559,5.0579,40,0.3618,167947,1519.2206,8159,73.805
New York,2020-06-02,589,5.3345,38,0.3502,168663,1525.6974,8198,74.1577
New York,2020-06-03,602,5.4482,36,0.3269,169213,1530.6727,8230,74.4472
New York,2020-06-04,577,5.2272,33,0.305,169727,1535.3222,8259,74.7095
New York,2020-06-05,569,5.1471,32,0.2921,170268,1540.216,8284,74.9357
New York,2020-06-06,556,5.0347,29,0.2688,170805,1545.0736,8308,75.1528
New York,2020-06-07,523,4.731,29,0.2701,171128,1547.9954,8339,75.4332
New York,2020-06-08,499,4.5216,29,0.2623,171446,1550.872,8362,75.6413
New York,2020-06-09,446,4.0396,27,0.2494,171789,1553.9747,8391,75.9036
New York,2020-06-10,403,3.6506,26,0.2404,172038,1556.2271,8416,76.1297
New York,2020-06-11,378,3.4219,25,0.2313,172375,1559.2756,8438,76.3287
New York,2020-06-12,356,3.2203,26,0.2378,172760,1562.7582,8468,76.6001
New York,2020-06-13,333,3.0136,25,0.2339,173137,1566.1685,8489,76.7901
New York,2020-06-14,331,2.9955,23,0.2106,173446,1568.9637,8502,76.9077
New York,2020-06-15,319,2.8934,22,0.2055,173685,1571.1256,8521,77.0795
New York,2020-06-16,313,2.8365,21,0.19,173984,1573.8303,8538,77.2333
New York,2020-06-17,309,2.7952,19,0.1745,174201,1575.7933,8551,77.3509
New York,2020-06-18,303,2.7461,18,0.168,174500,1578.498,8568,77.5047
New York,2020-06-19,303,2.7473,16,0.1447,174886,1581.9897,8580,77.6133
New York,2020-06-20,296,2.6802,15,0.137,175211,1584.9296,8595,77.7489
New York,2020-06-21,292,2.6414,14,0.1344,175490,1587.4534,8606,77.8484
New York,2020-06-22,294,2.6646,13,0.1189,175747,1589.7781,8613,77.9118
New York,2020-06-23,292,2.6427,12,0.115,176029,1592.3291,8627,78.0384
New York,2020-06-24,302,2.7357,12,0.1098,176318,1594.9433,8636,78.1198
New York,2020-06-25,316,2.8637,11,0.0995,176716,1598.5435,8645,78.2012
New York,2020-06-26,323,2.9257,10,0.0956,177150,1602.4694,8654,78.2826
New York,2020-06-27,325,2.9438,9,0.0892,177489,1605.536,8664,78.3731
New York,2020-06-28,328,2.9709,8,0.0788,177789,1608.2497,8667,78.4002
New York,2020-06-29,320,2.8998,8,0.0775,177991,1610.077,8673,78.4545
New York,2020-06-30,320,2.9024,7,0.0685,178275,1612.646,8680,78.5178
New York,2020-07-01,326,2.9541,7,0.0659,178604,1615.6221,8687,78.5812
New York,2020-07-02,333,3.0187,6,0.0594,179052,1619.6746,8691,78.6173
New York,2020-07-03,337,3.0497,6,0.0543,179510,1623.8176,8696,78.6626
New York,2020-07-04,339,3.0743,5,0.0478,179868,1627.056,8701,78.7078
New York,2020-07-05,339,3.0665,5,0.0491,180162,1629.7155,8705,78.744
New York,2020-07-06,348,3.1557,5,0.0478,180433,1632.1669,8710,78.7892
New York,2020-07-07,353,3.1971,5,0.0465,180749,1635.0254,8716,78.8435
New York,2020-07-08,364,3.2927,4,0.0439,181152,1638.6709,8721,78.8887
New York,2020-07-09,344,3.1131,5,0.053,181461,1641.466,8732,78.9882
New York,2020-07-10,340,3.0833,5,0.053,181896,1645.401,8737,79.0334
New York,2020-07-11,350,3.1673,5,0.0517,182319,1649.2274,8741,79.0696
New York,2020-07-12,356,3.2216,5,0.053,182655,1652.2668,8746,79.1149
New York,2020-07-13,361,3.2681,6,0.0543,182962,1655.0438,8752,79.1691
New York,2020-07-14,401,3.6313,5,0.0517,183559,1660.4442,8756,79.2053
New York,2020-07-15,410,3.7114,5,0.053,184024,1664.6505,8762,79.2596
New York,2020-07-16,421,3.8083,4,0.0388,184408,1668.1241,8762,79.2596
New York,2020-07-17,417,3.7747,4,0.0426,184817,1671.8238,8770,79.332
New York,2020-07-18,409,3.7023,5,0.0491,185184,1675.1437,8779,79.4134
New York,2020-07-19,390,3.5318,5,0.053,185388,1676.989,8787,79.4857
New York,2020-07-20,380,3.4387,5,0.0517,185623,1679.1148,8792,79.531
New York,2020-07-21,361,3.2668,5,0.0491,186087,1683.3121,8794,79.5491
New York,2020-07-22,345,3.1247,5,0.0491,186442,1686.5233,8800,79.6033
New York,2020-07-23,351,3.1751,6,0.0582,186865,1690.3497,8807,79.6667
New York,2020-07-24,348,3.1544,6,0.0556,187258,1693.9047,8813,79.7209
New York,2020-07-25,354,3.21,5,0.0517,187668,1697.6135,8819,79.7752
New York,2020-07-26,369,3.3431,4,0.0426,187975,1700.3906,8820,79.7843
New York,2020-07-27,381,3.4503,4,0.0388,188293,1703.2672,8822,79.8023
New York,2020-07-28,363,3.2849,4,0.0414,188629,1706.3066,8826,79.8385
New York,2020-07-29,371,3.3599,4,0.0388,189042,1710.0425,8830,79.8747
New York,2020-07-30,377,3.4142,4,0.0388,189507,1714.2488,8837,79.938
New York,2020-07-31,372,3.3702,4,0.0362,189866,1717.4963,8841,79.9742
New York,2020-08-01,377,3.4103,5,0.0452,190307,1721.4855,8854,80.0918
New York,2020-08-02,371,3.3599,5,0.0517,190575,1723.9098,8860,80.1461
New York,2020-08-03,369,3.3418,5,0.053,190879,1726.6597,8863,80.1732
New York,2020-08-04,382,3.4633,5,0.0517,191309,1730.5494,8866,80.2004
New York,2020-08-05,371,3.3625,5,0.0491,191644,1733.5798,8868,80.2185
New York,2020-08-06,358,3.2397,4,0.0439,192014,1736.9267,8871,80.2456
New York,2020-08-07,359,3.2539,4,0.0426,192384,1740.2737,8874,80.2727
New York,2020-08-08,350,3.1712,3,0.0271,192761,1743.684,8875,80.2818
New York,2020-08-09,350,3.1699,2,0.0246,193028,1746.0992,8879,80.318
New York,2020-08-10,341,3.0859,2,0.022,193267,1748.2611,8880,80.327
New York,2020-08-11,335,3.0381,2,0.0246,193660,1751.8162,8885,80.3722
New York,2020-08-12,332,3.011,2,0.0246,193974,1754.6565,8887,80.3903
New York,2020-08-13,322,2.9192,3,0.0297,194273,1757.3613,8894,80.4536
New York,2020-08-14,321,2.9063,3,0.0297,194633,1760.6178,8897,80.4808
New York,2020-08-15,317,2.874,3,0.0297,194985,1763.8019,8898,80.4898
New York,2020-08-16,322,2.9166,3,0.0284,195285,1766.5156,8901,80.517
New York,2020-08-17,313,2.8313,3,0.0336,195458,1768.0806,8906,80.5622
New York,2020-08-18,309,2.8029,3,0.0323,195829,1771.4366,8910,80.5984
New York,2020-08-19,316,2.8598,3,0.0349,196187,1774.675,8914,80.6346
New York,2020-08-20,320,2.8973,3,0.031,196515,1777.642,8918,80.6707
New York,2020-08-21,329,2.9787,3,0.031,196938,1781.4684,8921,80.6979
New York,2020-08-22,334,3.0226,3,0.0336,197324,1784.9601,8924,80.725
New York,2020-08-23,333,3.0136,4,0.0375,197617,1787.6105,8930,80.7793
New York,2020-08-24,336,3.0407,3,0.0349,197811,1789.3654,8933,80.8064
New York,2020-08-25,340,3.0756,3,0.0323,198209,1792.9657,8935,80.8245
New York,2020-08-26,332,3.0084,3,0.0284,198515,1795.7337,8936,80.8336
New York,2020-08-27,353,3.1996,3,0.0271,198991,1800.0395,8939,80.8607
New York,2020-08-28,345,3.126,2,0.0258,199357,1803.3503,8941,80.8788
New York,2020-08-29,341,3.0885,3,0.0271,199714,1806.5796,8945,80.915
New York,2020-08-30,359,3.2487,3,0.0271,200131,1810.3517,8951,80.9693
New York,2020-08-31,386,3.4994,2,0.0246,200519,1813.8615,8952,80.9783
New York,2020-09-01,394,3.5654,2,0.0246,200968,1817.9231,8954,80.9964
New York,2020-09-02,413,3.7437,3,0.0271,201412,1821.9395,8957,81.0235
New York,2020-09-03,429,3.8845,3,0.031,201997,1827.2313,8963,81.0778
New York,2020-09-04,454,4.1081,3,0.0284,202536,1832.107,8963,81.0778
New York,2020-09-05,477,4.3213,2,0.0246,203058,1836.8289,8964,81.0869
New York,2020-09-06,480,4.3433,2,0.0246,203492,1840.7548,8970,81.1411
New York,2020-09-07,470,4.2515,2,0.0233,203809,1843.6223,8970,81.1411
New York,2020-09-08,453,4.1042,2,0.0258,204144,1846.6527,8974,81.1773
New York,2020-09-09,442,3.9996,2,0.0246,204507,1849.9363,8976,81.1954
New York,2020-09-10,418,3.7876,2,0.0258,204928,1853.7446,8983,81.2587
New York,2020-09-11,429,3.8807,3,0.0297,205539,1859.2716,8986,81.2859
New York,2020-09-12,432,3.9078,3,0.031,206082,1864.1835,8988,81.304
New York,2020-09-13,438,3.9685,3,0.0284,206563,1868.5345,8992,81.3401
New York,2020-09-14,438,3.9698,3,0.0323,206881,1871.4111,8995,81.3673
New York,2020-09-15,456,4.1314,4,0.0375,207341,1875.5722,9003,81.4396
New York,2020-09-16,462,4.1792,4,0.0388,207741,1879.1905,9006,81.4668
New York,2020-09-17,482,4.3627,3,0.0323,208304,1884.2833,9008,81.4849
New York,2020-09-18,458,4.1443,3,0.0349,208746,1888.2816,9013,81.5301
New York,2020-09-19,451,4.081,3,0.0336,209240,1892.7502,9014,81.5391
New York,2020-09-20,448,4.059,3,0.0297,209704,1896.9475,9015,81.5482
New York,2020-09-21,448,4.0525,2,0.0258,210017,1899.7789,9015,81.5482
New York,2020-09-22,439,3.9789,1,0.0168,210420,1903.4243,9016,81.5572
New York,2020-09-23,437,3.9595,1,0.0142,210805,1906.907,9017,81.5663
New York,2020-09-24,433,3.9181,1,0.0116,211336,1911.7103,9017,81.5663
New York,2020-09-25,446,4.0409,1,0.0116,211873,1916.5679,9022,81.6115
New York,2020-09-26,458,4.1469,1,0.0129,212449,1921.7783,9024,81.6296
New York,2020-09-27,461,4.1727,1,0.0155,212933,1926.1565,9027,81.6567
New York,2020-09-28,481,4.3562,2,0.0246,213388,1930.2724,9034,81.7201
New York,2020-09-29,519,4.6961,2,0.0258,214054,1936.2969,9036,81.7382
New York,2020-09-30,543,4.9145,3,0.031,214608,1941.3083,9041,81.7834
New York,2020-10-01,588,5.3254,4,0.0375,215457,1948.9882,9046,81.8286
New York,2020-10-02,654,5.9224,4,0.0362,216456,1958.025,9050,81.8648
New York,2020-10-03,718,6.4949,4,0.0426,217475,1967.2427,9057,81.9281
New York,2020-10-04,747,6.7611,5,0.053,218165,1973.4843,9068,82.0276
New York,2020-10-05,748,6.774,5,0.0504,218630,1977.6906,9073,82.0728
New York,2020-10-06,771,6.9808,5,0.053,219456,1985.1625,9077,82.109
New York,2020-10-07,808,7.3142,6,0.0556,220268,1992.5077,9084,82.1724
New York,2020-10-08,850,7.6903,6,0.0594,221408,2002.8199,9092,82.2447
New York,2020-10-09,845,7.6502,6,0.0582,222376,2011.5763,9095,82.2719
New York,2020-10-10,824,7.4602,6,0.0556,223248,2019.4643,9100,82.3171
New York,2020-10-11,822,7.4396,5,0.0452,223922,2025.5612,9103,82.3442
New York,2020-10-12,846,7.6605,5,0.0517,224558,2031.3143,9113,82.4347
New York,2020-10-13,850,7.689,5,0.0517,225406,2038.9852,9117,82.4709
New York,2020-10-14,843,7.6321,4,0.0439,226174,2045.9324,9118,82.4799
New York,2020-10-15,816,7.3892,5,0.0452,227126,2054.544,9127,82.5613
New York,2020-10-16,828,7.4912,5,0.053,228173,2064.015,9136,82.6427
New York,2020-10-17,843,7.6282,6,0.0543,229151,2072.8618,9142,82.697
New York,2020-10-18,858,7.7626,6,0.0543,229929,2079.8995,9145,82.7241
New York,2020-10-19,850,7.689,6,0.0543,230508,2085.137,9155,82.8146
New York,2020-10-20,838,7.5817,6,0.0607,231273,2092.0571,9164,82.896
New York,2020-10-21,898,8.1232,6,0.062,232460,2102.7945,9166,82.9141
New York,2020-10-22,918,8.3118,7,0.0646,233558,2112.7268,9177,83.0136
New York,2020-10-23,921,8.3364,7,0.0633,234624,2122.3697,9185,83.086
New York,2020-10-24,968,8.7602,7,0.0711,235930,2134.1835,9197,83.1945
New York,2020-10-25,997,9.02,8,0.075,236909,2143.0394,9203,83.2488
