State Name,Submission Date,7-day Avg Cases,7-day average New Cases per 100K,7-day Avg Deaths,7-day average New Deaths per 100K,Total Cases,Total cases per 100k,Total Deaths,Total Deaths per 100k
California,2020-07-08,8115,20.5401,71,0.1797,289468,732.6037,6475,16.3873
California,2020-07-09,8043,20.3568,80,0.2032,296499,750.3982,6621,16.7568
California,2020-07-10,8008,20.2693,86,0.218,304297,770.1338,6787,17.177
California,2020-07-11,8228,20.825,92,0.2332,312344,790.4997,6892,17.4427
California,2020-07-12,8664,21.9278,103,0.2618,320804,811.9108,6989,17.6882
California,2020-07-13,8211,20.7813,101,0.2578,329162,833.0637,7014,17.7515
California,2020-07-14,8381,21.2133,96,0.2448,336447,851.5011,7039,17.8147
California,2020-07-15,8309,21.03,98,0.2491,347634,879.8138,7164,18.1311
California,2020-07-16,8525,21.577,94,0.2393,356178,901.4375,7283,18.4323
California,2020-07-17,8838,22.3681,88,0.2249,366164,926.7107,7409,18.7512
California,2020-07-18,9002,22.7846,91,0.2307,375363,949.9921,7530,19.0574
California,2020-07-19,9126,23.0988,90,0.2281,384692,973.6025,7620,19.2852
California,2020-07-20,8910,22.5522,91,0.2303,391538,990.9288,7651,19.3636
California,2020-07-21,9188,23.2557,91,0.2307,400769,1014.2912,7677,19.4294
California,2020-07-22,9420,23.8414,89,0.2274,413576,1046.704,7793,19.723
California,2020-07-23,9919,25.1054,95,0.2408,425616,1077.1755,7949,20.1178
California,2020-07-24,9809,24.8256,98,0.2484,434828,1100.4898,8096,20.4899
California,2020-07-25,10005,25.322,101,0.2574,445400,1127.2461,8242,20.8594
California,2020-07-26,9852,24.9351,108,0.2755,453659,1148.1485,8382,21.2137
California,2020-07-27,9858,24.9514,108,0.2751,460550,1165.5887,8412,21.2896
California,2020-07-28,9397,23.7832,108,0.2744,466550,1180.7739,8436,21.3504
California,2020-07-29,8818,22.3182,103,0.2614,475305,1202.9316,8516,21.5528
California,2020-07-30,8555,21.6519,114,0.29,485502,1228.7388,8751,22.1476
California,2020-07-31,8394,21.2448,120,0.3048,493588,1249.2033,8939,22.6234
California,2020-08-01,7818,19.7877,121,0.3084,500130,1265.7602,9095,23.0182
California,2020-08-02,7929,20.0672,124,0.3146,509162,1288.619,9252,23.4155
California,2020-08-03,7764,19.6507,130,0.3305,514901,1303.1436,9326,23.6028
California,2020-08-04,7553,19.1178,130,0.3301,519427,1314.5983,9349,23.661
California,2020-08-05,7059,17.8668,143,0.363,524722,1327.9992,9520,24.0938
California,2020-08-06,6354,16.0811,129,0.3287,529980,1341.3065,9660,24.4481
California,2020-08-07,6404,16.2076,124,0.3138,538416,1362.6568,9807,24.8202
California,2020-08-08,6522,16.5074,126,0.3207,545787,1381.3118,9982,25.2631
California,2020-08-09,6428,16.2691,131,0.333,554160,1402.5027,10173,25.7465
California,2020-08-10,6715,16.9965,131,0.333,561911,1422.1194,10247,25.9337
California,2020-08-11,7854,19.8796,131,0.3337,574411,1453.7552,10272,25.997
California,2020-08-12,8762,22.1754,138,0.3511,586056,1483.2271,10491,26.5513
California,2020-08-13,9023,22.836,143,0.3637,593141,1501.1583,10666,26.9942
California,2020-08-14,8951,22.6545,146,0.3702,601075,1521.2381,10831,27.4118
California,2020-08-15,9700,24.5501,144,0.3659,613689,1553.1624,10994,27.8243
California,2020-08-16,9628,24.3693,133,0.3366,621562,1573.0879,11104,28.1027
California,2020-08-17,9445,23.9058,123,0.3135,628031,1589.4601,11114,28.128
California,2020-08-18,8322,21.0626,124,0.3156,632667,1601.1931,11145,28.2065
California,2020-08-19,7539,19.0809,115,0.2929,638831,1616.7934,11301,28.6013
California,2020-08-20,7372,18.6597,114,0.2892,644751,1631.7761,11466,29.0189
California,2020-08-21,7037,17.8104,108,0.2744,650336,1645.9109,11590,29.3327
California,2020-08-22,6171,15.6201,106,0.2701,656892,1662.5033,11741,29.7149
California,2020-08-23,6015,15.2239,120,0.3041,663669,1679.6549,11945,30.2312
California,2020-08-24,5797,14.6732,120,0.3041,668615,1692.1726,11955,30.2565
California,2020-08-25,5775,14.6168,122,0.3102,673095,1703.5108,12003,30.3779
California,2020-08-26,5752,14.559,122,0.3098,679099,1718.7061,12158,30.7702
California,2020-08-27,5539,14.0203,118,0.3001,683529,1729.9179,12296,31.1195
California,2020-08-28,5503,13.9277,124,0.3149,688858,1743.4048,12461,31.5371
California,2020-08-29,5278,13.3583,118,0.2994,693839,1756.011,12569,31.8104
California,2020-08-30,5177,13.1026,114,0.2892,699909,1771.3734,12745,32.2558
California,2020-08-31,5067,12.8242,114,0.29,704085,1781.9423,12757,32.2862
California,2020-09-01,4957,12.5466,113,0.2863,707797,1791.3368,12795,32.3824
California,2020-09-02,4707,11.9142,113,0.2874,712052,1802.1056,12953,32.7823
California,2020-09-03,4806,12.1655,117,0.2979,717177,1815.0763,13120,33.2049
California,2020-09-04,4775,12.0849,118,0.3004,722283,1827.9989,13292,33.6402
California,2020-09-05,4771,12.0758,128,0.3254,727239,1840.5418,13469,34.0882
California,2020-09-06,4605,11.6546,121,0.3062,732144,1852.9557,13592,34.3995
California,2020-09-07,4450,11.2623,119,0.3033,735235,1860.7786,13596,34.4096
California,2020-09-08,4302,10.8878,121,0.308,737911,1867.5512,13647,34.5387
California,2020-09-09,3925,9.9336,110,0.2798,739527,1871.6411,13727,34.7411
California,2020-09-10,3669,9.2875,103,0.2628,742865,1880.0891,13847,35.0449
California,2020-09-11,3415,8.644,95,0.2426,746191,1888.5068,13963,35.3384
California,2020-09-12,3294,8.337,87,0.2216,750298,1898.901,14082,35.6396
California,2020-09-13,3254,8.2358,88,0.2234,754923,1910.6062,14210,35.9636
California,2020-09-14,3220,8.1505,87,0.2224,757778,1917.8319,14211,35.9661
California,2020-09-15,3157,7.991,87,0.2216,760013,1923.4883,14260,36.0901
California,2020-09-16,3348,8.4733,97,0.2473,762963,1930.9544,14411,36.4723
California,2020-09-17,3333,8.4372,95,0.2422,766201,1939.1493,14517,36.7405
California,2020-09-18,3377,8.5471,94,0.2401,769831,1948.3363,14627,37.0189
California,2020-09-19,3405,8.6183,97,0.2459,774135,1959.2292,14762,37.3606
California,2020-09-20,3353,8.4882,91,0.2307,778400,1970.0233,14848,37.5782
California,2020-09-21,3416,8.6469,94,0.2393,781694,1978.36,14873,37.6415
California,2020-09-22,3473,8.7897,91,0.2314,784324,1985.0161,14900,37.7098
California,2020-09-23,3501,8.8605,89,0.2267,787470,1992.9782,15038,38.0591
California,2020-09-24,3491,8.836,91,0.2303,790640,2001.0011,15154,38.3527
California,2020-09-25,3458,8.7528,89,0.2274,794040,2009.606,15256,38.6108
California,2020-09-26,3443,8.7141,85,0.2166,798237,2020.228,15361,38.8766
California,2020-09-27,3415,8.644,83,0.2111,802308,2030.5312,15432,39.0563
California,2020-09-28,3367,8.5214,82,0.209,805263,2038.0099,15451,39.1044
California,2020-09-29,3300,8.3522,80,0.2032,807425,2043.4816,15462,39.1322
California,2020-09-30,3307,8.3717,88,0.2238,810625,2051.5803,15657,39.6257
California,2020-10-01,3292,8.3327,86,0.218,813687,2059.3298,15757,39.8788
California,2020-10-02,3319,8.4014,94,0.2393,817277,2068.4156,15918,40.2863
California,2020-10-03,3028,7.6645,81,0.2064,819436,2073.8798,15932,40.3217
California,2020-10-04,3060,7.7448,81,0.205,823729,2084.7448,15999,40.4913
California,2020-10-05,3074,7.781,81,0.2057,826784,2092.4765,16020,40.5444
California,2020-10-06,3005,7.6056,83,0.2111,828461,2096.7208,16046,40.6102
California,2020-10-07,2942,7.448,67,0.1714,831225,2103.7161,16131,40.8253
California,2020-10-08,3016,7.6334,66,0.1692,834800,2112.7639,16225,41.0632
California,2020-10-09,3047,7.7115,54,0.1374,838606,2122.3964,16298,41.248
California,2020-10-10,3334,8.4386,64,0.162,842776,2132.9501,16380,41.4555
California,2020-10-11,3264,8.2615,65,0.1667,846579,2142.575,16460,41.658
California,2020-10-12,3320,8.4039,64,0.1627,850028,2151.3039,16470,41.6833
California,2020-10-13,3420,8.6574,62,0.1569,852406,2157.3223,16480,41.7086
California,2020-10-14,3406,8.6219,55,0.1414,855072,2164.0696,16522,41.8149
California,2020-10-15,3371,8.533,56,0.1432,858401,2172.4948,16621,42.0655
California,2020-10-16,3267,8.2687,59,0.1497,861476,2180.2772,16712,42.2958
California,2020-10-17,3097,7.8381,58,0.1482,864455,2187.8167,16790,42.4932
California,2020-10-18,2962,7.4979,60,0.1529,867317,2195.06,16883,42.7286
California,2020-10-19,2966,7.5069,60,0.1533,870791,2203.8522,16894,42.7564
California,2020-10-20,3095,7.8352,61,0.1547,874077,2212.1686,16908,42.7918
California,2020-10-21,3244,8.2116,66,0.1681,877784,2221.5505,16987,42.9918
California,2020-10-22,3189,8.0709,71,0.1815,880724,2228.9913,17123,43.336
California,2020-10-23,3627,9.1794,67,0.171,886865,2244.5333,17185,43.4929
California,2020-10-24,4050,10.2518,63,0.1594,892810,2259.5793,17231,43.6093
California,2020-10-25,4387,11.104,57,0.1457,898029,2272.7878,17286,43.7485
California,2020-10-26,4317,10.9257,57,0.1461,901010,2280.3323,17298,43.7789
California,2020-10-27,4303,10.8903,57,0.1464,904198,2288.4007,17313,43.8168
California,2020-10-28,4418,11.1824,63,0.1598,908713,2299.8276,17429,44.1104
California,2020-10-29,4597,11.6347,54,0.137,912904,2310.4344,17502,44.2952
California,2020-10-30,4293,10.8657,51,0.1309,916918,2320.5933,17547,44.409
California,2020-10-31,4170,10.5555,53,0.1352,922005,2333.4678,17605,44.5558
California,2020-11-01,4072,10.306,53,0.1359,926534,2344.9301,17662,44.7001
California,2020-11-02,4231,10.7084,55,0.1392,930628,2355.2914,17683,44.7532
California,2020-11-03,4353,11.0179,54,0.137,934672,2365.5262,17692,44.776
California,2020-11-04,4471,11.3155,48,0.1237,940010,2379.036,17771,44.976
California,2020-11-05,4524,11.4511,47,0.1197,944576,2390.5919,17833,45.1329
California,2020-11-06,4882,12.3564,50,0.1269,951094,2407.0881,17898,45.2974
California,2020-11-07,4993,12.637,48,0.1226,956957,2421.9265,17944,45.4138
California,2020-11-08,5709,14.4498,51,0.1302,966500,2446.0785,18022,45.6112
California,2020-11-09,5889,14.9042,48,0.1226,971851,2459.6212,18019,45.6036
California,2020-11-10,6078,15.3826,48,0.1222,977218,2473.2043,18027,45.6239
California,2020-11-11,6381,16.1512,46,0.1179,984682,2492.0947,18094,45.7934
California,2020-11-12,6719,17.0049,43,0.111,991609,2509.6259,18137,45.9023
California,2020-11-13,6772,17.1404,38,0.0969,998502,2527.0712,18163,45.9681
California,2020-11-14,7345,18.591,42,0.107,1008377,2552.0634,18237,46.1553
California,2020-11-15,7549,19.1062,40,0.1023,1019345,2579.8219,18302,46.3198
California,2020-11-16,8197,20.7473,43,0.1099,1029235,2604.8522,18323,46.373
California,2020-11-17,8680,21.9679,45,0.1143,1037978,2626.9795,18343,46.4236
California,2020-11-18,9015,22.8164,43,0.1088,1047789,2651.8098,18395,46.5552
California,2020-11-19,9665,24.4619,52,0.132,1059267,2680.859,18502,46.826
California,2020-11-20,10538,26.6717,61,0.1555,1072272,2713.7729,18593,47.0563
California,2020-11-21,11333,28.6844,63,0.1605,1087714,2752.8545,18681,47.279
California,2020-11-22,11812,29.896,64,0.1634,1102033,2789.0939,18754,47.4638
California,2020-11-23,11590,29.3345,67,0.171,1110370,2810.1937,18796,47.5701
California,2020-11-24,12531,31.7157,67,0.1714,1125699,2848.9893,18817,47.6232
California,2020-11-25,13751,34.803,76,0.1934,1144049,2895.4306,18930,47.9092
California,2020-11-26,14203,35.9462,75,0.1913,1158689,2932.4824,19031,48.1648
California,2020-11-27,14150,35.8124,73,0.1866,1171324,2964.4599,19109,48.3622
California,2020-11-28,13658,34.5665,67,0.171,1183320,2994.8201,19154,48.4761
California,2020-11-29,13843,35.0347,62,0.1573,1198934,3034.337,19189,48.5647
California,2020-11-30,14656,37.0945,60,0.1533,1212968,3069.8551,19220,48.6432
California,2020-12-01,14212,35.9708,61,0.1562,1225189,3100.7848,19249,48.7166
California,2020-12-02,14557,36.8428,62,0.1584,1245951,3153.3306,19368,49.0177
California,2020-12-03,15121,38.2703,64,0.1627,1264539,3200.3742,19481,49.3037
California,2020-12-04,16461,41.6627,81,0.2072,1286557,3256.0988,19682,49.8124
California,2020-12-05,18329,46.3889,93,0.2365,1311625,3319.5424,19808,50.1313
California,2020-12-06,20395,51.6173,105,0.2679,1341700,3395.6581,19930,50.4401
California,2020-12-07,21923,55.4863,115,0.2921,1366435,3458.259,20028,50.6881
California,2020-12-08,23502,59.4818,119,0.303,1389707,3517.1572,20087,50.8374
California,2020-12-09,24943,63.1295,126,0.3207,1420558,3595.2368,20255,51.2626
California,2020-12-10,26528,67.1387,139,0.3532,1450235,3670.3452,20458,51.7764
California,2020-12-11,28449,72.0016,137,0.3475,1485703,3760.1099,20643,52.2446
California,2020-12-12,29972,75.8561,143,0.363,1521432,3850.5351,20812,52.6723
California,2020-12-13,30009,75.9497,152,0.3851,1551766,3927.3062,20995,53.1355
California,2020-12-14,31229,79.0385,151,0.3832,1585044,4011.5283,21088,53.3708
California,2020-12-15,32523,82.312,155,0.3945,1617370,4093.3409,21178,53.5986
California,2020-12-16,35789,90.577,165,0.4176,1671081,4229.2761,21410,54.1858
California,2020-12-17,39018,98.7496,194,0.4913,1723362,4361.5921,21817,55.2158
California,2020-12-18,39810,100.754,205,0.5195,1764374,4465.3878,22080,55.8814
California,2020-12-19,40935,103.6027,219,0.5546,1807982,4575.7537,22346,56.5547
California,2020-12-20,43241,109.4381,225,0.5698,1854456,4693.373,22571,57.1241
California,2020-12-21,43900,111.1063,232,0.5882,1892348,4789.2724,22715,57.4885
California,2020-12-22,43948,111.2267,235,0.5958,1925007,4871.9279,22826,57.7695
California,2020-12-23,41856,105.9329,241,0.6099,1964076,4970.8061,23097,58.4553
California,2020-12-24,39250,99.3374,223,0.5666,1998115,5056.9541,23384,59.1817
California,2020-12-25,39702,100.481,234,0.5944,2042290,5168.755,23724,60.0422
California,2020-12-26,37811,95.6966,222,0.5626,2072665,5245.6299,23902,60.4927
California,2020-12-27,38335,97.0224,221,0.5604,2122806,5372.5299,24121,61.0469
California,2020-12-28,37661,95.3152,211,0.5351,2155976,5456.4786,24195,61.2342
California,2020-12-29,37459,94.8039,212,0.5369,2187221,5535.5554,24311,61.5278
California,2020-12-30,36295,91.858,234,0.5933,2218142,5613.8122,24738,62.6085
California,2020-12-31,33348,84.3996,284,0.7195,2231552,5647.7511,25374,64.2181
California,2021-01-01,35754,90.4885,296,0.7513,2292568,5802.1742,25802,65.3013
California,2021-01-02,39034,98.7919,333,0.8439,2345909,5937.1729,26236,66.3997
California,2021-01-03,38350,97.0604,339,0.858,2391261,6051.9526,26494,67.0527
California,2021-01-04,36246,91.7354,328,0.8312,2409703,6098.6267,26480,67.0172
California,2021-01-05,37873,95.8521,358,0.9075,2452334,6206.5199,26807,67.8448
California,2021-01-06,37726,95.48,356,0.9032,2482226,6282.1725,27222,68.8951
California,2021-01-07,41008,103.7867,350,0.8862,2518611,6374.2579,27811,70.3858
California,2021-01-08,39439,99.8147,368,0.9321,2568641,6500.877,28366,71.7904
California,2021-01-09,39338,99.5598,396,1.0029,2621277,6634.0914,28996,73.3849
California,2021-01-10,39957,101.1264,430,1.0904,2670962,6759.8373,29496,74.6503
California,2021-01-11,43014,108.8625,490,1.2405,2710801,6860.6644,29911,75.7006
California,2021-01-12,42136,106.6411,471,1.1924,2747288,6953.0079,30105,76.1916
California,2021-01-13,42687,108.0364,494,1.2521,2781039,7038.4271,30685,77.6595
California,2021-01-14,42622,107.8719,487,1.2333,2816969,7129.361,31222,79.0186
California,2021-01-15,41569,105.2054,468,1.1863,2859624,7237.3149,31647,80.0942
California,2021-01-16,39852,100.8617,464,1.1765,2900246,7340.1236,32250,81.6203
California,2021-01-17,38787,98.166,473,1.1993,2942475,7446.9994,32813,83.0452
California,2021-01-18,37481,94.8614,461,1.1671,2973174,7524.6943,33139,83.8702
California,2021-01-19,35668,90.2722,465,1.1783,2996968,7584.9137,33364,84.4397
California,2021-01-20,34047,86.1694,429,1.0865,3019371,7641.6126,33690,85.2648
California,2021-01-21,31725,80.2916,446,1.1291,3039044,7691.4022,34345,86.9225
California,2021-01-22,28920,73.194,483,1.2228,3062068,7749.6728,35029,88.6536
California,2021-01-23,26399,66.8126,470,1.191,3085040,7807.8118,35544,89.957
California,2021-01-24,23810,60.262,485,1.2275,3109151,7868.8334,36208,91.6375
California,2021-01-25,23283,58.9272,472,1.1964,3136158,7937.1844,36448,92.2449
California,2021-01-26,22316,56.4809,470,1.1917,3153186,7980.2799,36660,92.7814
California,2021-01-27,21506,54.4291,519,1.3146,3169914,8022.6162,37326,94.467
California,2021-01-28,21080,53.3527,532,1.3468,3186610,8064.8715,38070,96.3499
California,2021-01-29,20554,52.0197,519,1.3153,3205947,8113.8108,38667,97.8609
California,2021-01-30,19904,50.3765,539,1.3663,3224374,8160.447,39323,99.5211
California,2021-01-31,19171,48.5192,529,1.3395,3243348,8208.4675,39913,101.0143
California,2021-02-01,17506,44.3074,545,1.3793,3258706,8247.3365,40263,101.9001
California,2021-02-02,16797,42.5127,542,1.3728,3270770,8277.8689,40457,102.3911
California,2021-02-03,15908,40.2613,527,1.3348,3281271,8304.4454,41018,103.8109
California,2021-02-04,15405,38.9887,509,1.2886,3294447,8337.7921,41634,105.3699
California,2021-02-05,14645,37.0666,535,1.3544,3308468,8373.2773,42413,107.3415
California,2021-02-06,13784,34.8854,527,1.3359,3320862,8404.6448,43018,108.8726
California,2021-02-07,13225,33.4717,506,1.281,3335926,8442.7697,43456,109.9812
California,2021-02-08,12519,31.6842,496,1.2553,3346340,8469.1261,43735,110.6873
California,2021-02-09,11974,30.3056,492,1.2466,3354591,8490.0083,43905,111.1175
California,2021-02-10,11672,29.5424,486,1.2318,3362981,8511.2422,44425,112.4336
California,2021-02-11,11015,27.8789,479,1.2134,3371556,8532.9443,44990,113.8635
California,2021-02-12,10449,26.4464,443,1.1233,3381615,8558.4023,45520,115.2049
California,2021-02-13,10024,25.3715,424,1.0731,3391036,8582.2455,45986,116.3842
California,2021-02-14,9136,23.122,428,1.085,3399878,8604.6234,46457,117.5763
California,2021-02-15,8575,21.7021,426,1.0789,3406365,8621.0411,46719,118.2394
California,2021-02-16,8209,20.7769,412,1.0449,3412057,8635.4468,46795,118.4317
California,2021-02-17,7595,19.2223,380,0.9621,3416147,8645.798,47086,119.1682
California,2021-02-18,7166,18.1369,363,0.9209,3421720,8659.9025,47537,120.3096
California,2021-02-19,6700,16.9579,350,0.8869,3428518,8677.1073,47973,121.4131
California,2021-02-20,6307,15.9625,346,0.8778,3435186,8693.9831,48414,122.5292
California,2021-02-21,6009,15.2098,335,0.8496,3441946,8711.0918,48807,123.5238
California,2021-02-22,5749,14.551,331,0.8388,3446611,8722.8982,49039,124.111
California,2021-02-23,5428,13.7393,333,0.8439,3450058,8731.6221,49129,124.3387
California,2021-02-24,5602,14.1779,340,0.8619,3455361,8745.0433,49470,125.2018
California,2021-02-25,5515,13.9581,444,1.1248,3460326,8757.609,50648,128.1831
California,2021-02-26,5315,13.4526,449,1.1382,3465726,8771.2757,51121,129.3802
California,2021-02-27,5098,12.9041,441,1.1176,3470877,8784.3121,51505,130.3521
California,2021-02-28,4802,12.1539,426,1.08,3475562,8796.1692,51794,131.0835
California,2021-03-01,4638,11.7385,427,1.0821,3479078,8805.0677,52032,131.6858
California,2021-03-02,4507,11.408,428,1.0847,3481611,8811.4784,52129,131.9313
California,2021-03-03,4228,10.7027,422,1.0698,3484963,8819.9619,52429,132.6906
California,2021-03-04,4020,10.1744,310,0.7864,3488467,8828.83,52823,133.6877
California,2021-03-05,3914,9.9065,296,0.7495,3493126,8840.6213,53194,134.6267
California,2021-03-06,3814,9.6538,279,0.7083,3497578,8851.8887,53464,135.31
California,2021-03-07,3690,9.3396,275,0.6971,3501394,8861.5465,53722,135.963
California,2021-03-08,3653,9.2463,256,0.6493,3504652,8869.792,53828,136.2313
California,2021-03-09,3665,9.2756,249,0.6324,3507266,8876.4077,53878,136.3578
California,2021-03-10,4102,10.382,270,0.6837,3513678,8892.6356,54320,137.4764
California,2021-03-11,4056,10.2663,252,0.6389,3516862,8900.6938,54590,138.1598
California,2021-03-12,3886,9.8367,240,0.6089,3520333,8909.4785,54878,138.8887
California,2021-03-13,3712,9.3949,233,0.5897,3523563,8917.6532,55095,139.4379
California,2021-03-14,3563,9.0175,216,0.547,3526335,8924.6687,55235,139.7922
California,2021-03-15,3449,8.7289,214,0.5431,3528795,8930.8946,55330,140.0326
California,2021-03-16,3255,8.2394,213,0.5402,3530055,8934.0835,55372,140.1389
California,2021-03-17,2688,6.8037,179,0.4545,3532496,8940.2613,55577,140.6577
California,2021-03-18,2667,6.7509,172,0.4357,3535534,8947.9501,55795,141.2095
California,2021-03-19,2641,6.6844,164,0.4154,3538821,8956.2691,56027,141.7966
California,2021-03-20,2623,6.6399,139,0.3532,3541928,8964.1324,56072,141.9105
California,2021-03-21,2706,6.8489,126,0.3193,3545278,8972.6108,56118,142.0269
California,2021-03-22,2640,6.6826,173,0.4393,3547278,8977.6726,56545,143.1076
California,2021-03-23,2720,6.8861,174,0.4425,3549101,8982.2863,56596,143.2367
California,2021-03-24,2651,6.7104,181,0.4603,3551056,8987.2342,56850,143.8795
California,2021-03-25,2539,6.4259,185,0.4686,3553307,8992.9311,57091,144.4895
California,2021-03-26,2442,6.1804,187,0.4733,3555915,8999.5316,57336,145.1095
California,2021-03-27,2466,6.2422,211,0.5347,3559193,9007.8278,57551,145.6537
California,2021-03-28,2416,6.1149,232,0.5886,3562191,9015.4153,57746,146.1472
California,2021-03-29,2455,6.2151,176,0.4458,3564468,9021.1781,57778,146.2282
California,2021-03-30,2480,6.2776,170,0.431,3566464,9026.2297,57788,146.2535
California,2021-03-31,2481,6.2802,155,0.3926,3568426,9031.1952,57936,146.628
California,2021-04-01,2479,6.274,142,0.3612,3570660,9036.8492,58090,147.0178
California,2021-04-02,2451,6.2039,133,0.3373,3573074,9042.9587,58269,147.4708
California,2021-04-03,2679,6.782,121,0.3084,3577951,9055.3017,58404,147.8125
California,2021-04-04,2594,6.5658,109,0.2773,3580351,9061.3758,58513,148.0884
California,2021-04-05,2570,6.5061,108,0.2733,3582463,9066.7209,58534,148.1415
California,2021-04-06,2480,6.2787,107,0.2722,3583830,9070.1806,58541,148.1592
California,2021-04-07,2519,6.3752,103,0.2614,3586059,9075.8219,58659,148.4579
California,2021-04-08,2498,6.3243,99,0.2524,3588152,9081.119,58788,148.7843
California,2021-04-09,2526,6.3937,96,0.2437,3590758,9087.7145,58943,149.1766
California,2021-04-10,2467,6.2451,101,0.2563,3595224,9099.0173,59113,149.6069
California,2021-04-11,2832,7.1685,100,0.2549,3600178,9111.5552,59218,149.8726
California,2021-04-12,2909,7.3626,102,0.2585,3602827,9118.2594,59249,149.9511
California,2021-04-13,2937,7.4353,102,0.2592,3604395,9122.2278,59258,149.9738
California,2021-04-14,2974,7.5286,101,0.2578,3606882,9128.5221,59372,150.2624
California,2021-04-15,2963,7.5008,102,0.2603,3608898,9133.6243,59508,150.6066
California,2021-04-16,2941,7.4447,92,0.2328,3611349,9139.8274,59587,150.8065
California,2021-04-17,2698,6.829,82,0.2086,3614112,9146.8202,59690,151.0672
California,2021-04-18,2371,6.0021,78,0.1989,3616779,9153.57,59768,151.2646
California,2021-04-19,2266,5.7371,74,0.1891,3618695,9158.4192,59772,151.2747
California,2021-04-20,2272,5.7508,78,0.1974,3620301,9162.4837,59804,151.3557
California,2021-04-21,2220,5.6203,74,0.1873,3622427,9167.8643,59890,151.5733
California,2021-04-22,2277,5.7631,69,0.175,3624838,9173.9662,59992,151.8315
California,2021-04-23,2186,5.5343,71,0.1804,3626656,9178.5674,60086,152.0694
California,2021-04-24,1967,4.9797,63,0.1609,3627885,9181.6778,60135,152.1934
California,2021-04-25,1835,4.6441,60,0.1519,3629624,9186.079,60188,152.3275
California,2021-04-26,1863,4.7164,61,0.1558,3631740,9191.4343,60203,152.3655
California,2021-04-27,1840,4.6582,57,0.1461,3633185,9195.0914,60208,152.3782
California,2021-04-28,1764,4.4655,54,0.1385,3634778,9199.123,60273,152.5427
California,2021-04-29,1628,4.1206,52,0.1338,3636235,9202.8105,60362,152.7679
California,2021-04-30,1639,4.1492,54,0.1378,3638132,9207.6115,60467,153.0337
California,2021-05-01,1763,4.4619,70,0.1772,3640226,9212.9112,60625,153.4335
California,2021-05-02,1836,4.6481,80,0.2025,3642480,9218.6157,60748,153.7448
California,2021-05-03,1750,4.4297,80,0.2025,3643992,9222.4424,60763,153.7828
California,2021-05-04,1736,4.395,79,0.2014,3645341,9225.8565,60765,153.7879
California,2021-05-05,1707,4.3209,84,0.213,3646729,9229.3694,60862,154.0333
California,2021-05-06,1720,4.3534,80,0.2043,3648276,9233.2846,60927,154.1979
California,2021-05-07,1802,4.561,80,0.2025,3650747,9239.5384,61027,154.4509
California,2021-05-08,1780,4.5071,77,0.196,3652692,9244.4609,61167,154.8053
California,2021-05-09,1723,4.3621,68,0.1735,3654545,9249.1506,61228,154.9596
California,2021-05-10,1704,4.3133,68,0.1728,3655922,9252.6356,61241,154.9925
California,2021-05-11,1660,4.2034,68,0.1739,3656967,9255.2803,61246,155.0052
California,2021-05-12,1638,4.1466,63,0.1602,3658198,9258.3958,61305,155.1545
California,2021-05-13,1623,4.109,60,0.1533,3659641,9262.0478,61351,155.2709
California,2021-05-14,1561,3.951,55,0.141,3661675,9267.1956,61417,155.438
California,2021-05-15,1549,3.9218,39,0.1001,3663539,9271.9131,61444,155.5063
California,2021-05-16,1480,3.7471,38,0.098,3664909,9275.3804,61499,155.6455
California,2021-05-17,1426,3.609,38,0.0973,3665904,9277.8986,61510,155.6733
California,2021-05-18,1374,3.4796,38,0.0965,3666591,9279.6373,61513,155.6809
California,2021-05-19,1336,3.3812,35,0.0904,3667550,9282.0644,61555,155.7872
California,2021-05-20,1314,3.3266,36,0.0911,3668842,9285.3343,61603,155.9087
California,2021-05-21,1256,3.1795,36,0.0922,3670469,9289.452,61672,156.0833
California,2021-05-22,1159,2.9344,39,0.1005,3671655,9292.4536,61722,156.2099
California,2021-05-23,1150,2.9119,36,0.0926,3672963,9295.764,61755,156.2934
California,2021-05-24,1162,2.943,36,0.0911,3674044,9298.4999,61762,156.3111
California,2021-05-25,1153,2.9181,36,0.0929,3674662,9300.0639,61770,156.3314
California,2021-05-26,1181,2.9889,38,0.0973,3675817,9302.9871,61824,156.468
California,2021-05-27,1199,3.0345,36,0.0911,3677235,9306.5758,61855,156.5465
California,2021-05-28,1661,4.2048,50,0.1276,3682099,9318.886,62025,156.9767
California,2021-05-29,1664,4.2135,43,0.1096,3683309,9321.9483,61999,156.9109
California,2021-05-30,1632,4.1307,39,0.1001,3684388,9324.6791,62006,156.9287
California,2021-05-31,1569,3.9727,39,0.0994,3685032,9326.309,62011,156.9413
California,2021-06-01,1541,3.9022,39,0.1001,3685455,9327.3795,62021,156.9666
California,2021-06-02,1442,3.6513,35,0.0889,3685916,9328.5463,62044,157.0248
California,2021-06-03,1350,3.4181,37,0.0951,3686689,9330.5026,62092,157.1463
California,2021-06-04,805,2.0381,25,0.0651,3687736,9333.1524,62179,157.3665
California,2021-06-05,797,2.0189,34,0.0879,3688893,9336.0806,62242,157.5259
California,2021-06-06,800,2.0269,66,0.1678,3689994,9338.8671,62470,158.103
California,2021-06-07,833,2.11,66,0.167,3690868,9341.0791,62473,158.1106
California,2021-06-08,886,2.2434,65,0.1656,3691660,9343.0835,62479,158.1258
California,2021-06-09,941,2.3826,65,0.1645,3692506,9345.2246,62499,158.1764
