pk,name,country,latitude,longitude,collector,collection_date,cs_number,species,genotypes,count_phenotypes
1,ALL1-2,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,123
2,ALL1-3,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,115
3,ALL1-4,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,0
4,ALL1-5,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,0
5,ALL1-6,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,8
6,ALL1-7,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,8
7,ALL1-8,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,6
8,ALL1-9,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,8
9,ALL2-1,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,8
10,ALL2-2,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,0
11,ALL2-3,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,0
12,ALL2-4,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,6
13,ALL2-5,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,0
14,ALL2-6,France,45.2667,1.48333,Valerie Le Corre,,,Arabidopsis thaliana,,0
15,BUI,France,48.3667,0.933333,Valerie Le Corre,,,Arabidopsis thaliana,,53
16,CAM-1,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
17,CAM-10,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
18,CAM-11,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
19,CAM-12,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
20,CAM-13,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
21,CAM-14,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
22,CAM-15,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
23,CAM-16,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,122
24,CAM-17,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
25,CAM-18,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
26,CAM-19,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
27,CAM-20,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
28,CAM-21,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
29,CAM-22,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
30,CAM-23,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
31,CAM-24,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
32,CAM-25,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,8
33,CAM-27,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
34,CAM-28,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
35,CAM-29,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
36,CAM-3,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
37,CAM-30,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
38,CAM-31,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
39,CAM-33,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
40,CAM-35,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
41,CAM-36,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
42,CAM-37,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
43,CAM-38,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
44,CAM-4,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
45,CAM-42,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,6
46,CAM-43,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
47,CAM-44,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
48,CAM-45,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,8
49,CAM-46,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
50,CAM-47,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
51,CAM-48,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,7
52,CAM-49,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
53,CAM-5,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
54,CAM-50,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
55,CAM-51,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
56,CAM-52,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
57,CAM-53,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
58,CAM-54,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
59,CAM-55,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
60,CAM-56,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,8
61,CAM-57,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
62,CAM-58,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,8
63,CAM-59,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
64,CAM-6,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
65,CAM-60,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
66,CAM-61,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,122
67,CAM-62,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
68,CAM-63,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
69,CAM-64,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,6
70,CAM-66,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
71,CAM-67,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
72,CAM-68,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
73,CAM-69,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
74,CAM-7,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,8
75,CAM-70,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
76,CAM-9,France,48.2667,-4.58333,Valerie Le Corre,,,Arabidopsis thaliana,,0
77,CLA-7,France,48.8,2.26667,Valerie Le Corre,,,Arabidopsis thaliana,,5
78,CLE-6,France,48.9167,-0.483333,Valerie Le Corre,,,Arabidopsis thaliana,,51
79,CUR-10,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,8
80,CUR-2,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,8
81,CUR-3,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,119
82,CUR-4,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,8
83,CUR-5,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,8
84,CUR-6,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,8
85,CUR-7,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,8
86,CUR-8,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,22
87,CUR-9,France,45.0,1.75,Valerie Le Corre,,,Arabidopsis thaliana,,8
88,CYR,France,47.4,0.683333,Valerie Le Corre,,CS76790,Arabidopsis thaliana,,23
89,DAM1,France,48.7,1.98333,Valerie Le Corre,,,Arabidopsis thaliana,,8
90,DAM2,France,48.7,1.98333,Valerie Le Corre,,,Arabidopsis thaliana,,0
91,JEA,France,43.6833,7.33333,Valerie Le Corre,,,Arabidopsis thaliana,,122
92,LAC-1,France,47.7,6.81667,Valerie Le Corre,,,Arabidopsis thaliana,,0
93,LAC-2,France,47.7,6.81667,Valerie Le Corre,,,Arabidopsis thaliana,,0
94,LAC-3,France,47.7,6.81667,Valerie Le Corre,,,Arabidopsis thaliana,,122
95,LAC-4,France,47.7,6.81667,Valerie Le Corre,,,Arabidopsis thaliana,,0
96,LAC-5,France,47.7,6.81667,Valerie Le Corre,,,Arabidopsis thaliana,,208
97,LAC-6,France,47.7,6.81667,Valerie Le Corre,,,Arabidopsis thaliana,,0
98,LAC-7,France,47.7,6.81667,Valerie Le Corre,,,Arabidopsis thaliana,,0
99,LDV-1,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
100,LDV-10,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
101,LDV-11,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
102,LDV-12,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
103,LDV-13,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
104,LDV-14,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,104
105,LDV-15,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
106,LDV-16,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
107,LDV-17,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
108,LDV-18,France,48.5167,-4.06667,Valerie Le Corre,,CS77013,Arabidopsis thaliana,,15
109,LDV-19,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
110,LDV-2,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
111,LDV-20,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
112,LDV-21,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
113,LDV-22,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
114,LDV-23,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
115,LDV-24,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
116,LDV-25,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,120
117,LDV-26,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
118,LDV-27,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
119,LDV-28,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
120,LDV-29,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
121,LDV-3,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,6
122,LDV-30,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,8
123,LDV-31,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,8
124,LDV-32,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
125,LDV-33,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
126,LDV-34,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,121
127,LDV-35,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
128,LDV-36,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
129,LDV-37,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
130,LDV-38,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
131,LDV-39,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
132,LDV-4,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
133,LDV-40,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
134,LDV-41,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
135,LDV-42,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
136,LDV-43,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
137,LDV-44,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,6
138,LDV-45,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
139,LDV-46,France,48.5167,-4.06667,Valerie Le Corre,,CS77014,Arabidopsis thaliana,,18
140,LDV-48,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
141,LDV-49,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
142,LDV-5,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
143,LDV-50,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
144,LDV-51,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
145,LDV-52,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
146,LDV-53,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,6
147,LDV-54,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
148,LDV-57,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
149,LDV-58,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,203
150,LDV-59,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
151,LDV-6,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,8
152,LDV-64,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
153,LDV-68,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,8
154,LDV-69,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
155,LDV-7,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
156,LDV-70,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,8
157,LDV-8,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,8
158,LDV-9,France,48.5167,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
159,MAR2-3,France,47.35,3.93333,Valerie Le Corre,,CS77070,Arabidopsis thaliana,,144
160,MIB-1,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
161,MIB-10,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
162,MIB-100,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
163,MIB-11,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
164,MIB-13,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
165,MIB-14,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,6
166,MIB-15,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,122
167,MIB-16,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,6
168,MIB-17,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
169,MIB-19,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,1
170,MIB-2,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,5
171,MIB-20,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
172,MIB-21,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
173,MIB-22,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,124
174,MIB-23,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,5
175,MIB-24,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
176,MIB-25,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
177,MIB-27,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
178,MIB-28,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,122
179,MIB-29,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
180,MIB-3,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
181,MIB-30,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
182,MIB-31,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
183,MIB-32,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
184,MIB-33,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
185,MIB-34,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,6
186,MIB-35,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,5
187,MIB-36,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
188,MIB-37,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
189,MIB-38,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
190,MIB-39,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
191,MIB-40,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
192,MIB-41,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
193,MIB-42,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
194,MIB-43,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
195,MIB-44,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
196,MIB-47,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
197,MIB-49,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
198,MIB-50,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
199,MIB-51,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
200,MIB-54,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,7
201,MIB-55,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
202,MIB-57,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
203,MIB-58,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
204,MIB-60,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,55
205,MIB-61,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,5
206,MIB-62,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,44
207,MIB-63,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
208,MIB-64,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
209,MIB-66,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
210,MIB-67,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,6
211,MIB-68,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
212,MIB-69,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
213,MIB-70,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,6
214,MIB-73,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,6
215,MIB-75,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
216,MIB-76,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,7
217,MIB-77,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
218,MIB-79,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
219,MIB-80,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,7
220,MIB-81,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
221,MIB-82,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
222,MIB-83,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,5
223,MIB-84,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,114
224,MIB-86,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,90
225,MIB-87,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
226,MIB-88,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
227,MIB-89,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
228,MIB-9,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,8
229,MIB-90,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,5
230,MIB-92,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,5
231,MIB-93,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,6
232,MIB-94,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
233,MIB-95,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
234,MIB-96,France,47.3833,5.31667,Valerie Le Corre,,,Arabidopsis thaliana,,0
235,MOG-10,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
236,MOG-11,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,87
237,MOG-12,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,6
238,MOG-16,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
239,MOG-28,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
240,MOG-35,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
241,MOG-36,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
242,MOG-37,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,123
243,MOG-38,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
244,MOG-40,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,6
245,MOG-41,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
246,MOG-44,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
247,MOG-45,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
248,MOG-46,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
249,MOG-49,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
250,MOG-52,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
251,MOG-54,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
252,MOG-55,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,44
253,MOG-57,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
254,MOG-58,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
255,MOG-67,France,48.6667,-4.06667,Valerie Le Corre,,,Arabidopsis thaliana,,0
256,NOG,France,47.85,2.73333,Valerie Le Corre,,,Arabidopsis thaliana,,0
257,PAR-10,France,46.65,-0.25,Valerie Le Corre,,,Arabidopsis thaliana,,8
258,PAR-3,France,46.65,-0.25,Valerie Le Corre,,,Arabidopsis thaliana,,121
259,PAR-4,France,46.65,-0.25,Valerie Le Corre,,,Arabidopsis thaliana,,123
260,PAR-5,France,46.65,-0.25,Valerie Le Corre,,,Arabidopsis thaliana,,106
261,PAR-6,France,46.65,-0.25,Valerie Le Corre,,,Arabidopsis thaliana,,8
262,PAR-8,France,46.65,-0.25,Valerie Le Corre,,,Arabidopsis thaliana,,87
263,PAR-9,France,46.65,-0.25,Valerie Le Corre,,,Arabidopsis thaliana,,8
264,PON,France,45.75,4.71667,Valerie Le Corre,,,Arabidopsis thaliana,,44
265,PYL-6,France,44.65,-1.16667,Valerie Le Corre,,CS77198,Arabidopsis thaliana,,133
266,RAN,France,48.65,-2.0,Valerie Le Corre,,,Arabidopsis thaliana,,56
267,ROM-1,France,45.5333,4.85,Valerie Le Corre,,,Arabidopsis thaliana,,118
268,ROM-2,France,45.5333,4.85,Valerie Le Corre,,,Arabidopsis thaliana,,6
269,ROM-9,France,45.5333,4.85,Valerie Le Corre,,,Arabidopsis thaliana,,8
270,TOU-A1-10,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
271,TOU-A1-100,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
272,TOU-A1-104,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
273,TOU-A1-105,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,7
274,TOU-A1-106,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
275,TOU-A1-109,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,3
276,TOU-A1-110,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
277,TOU-A1-111,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,5
278,TOU-A1-112,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,6
279,TOU-A1-113,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
280,TOU-A1-114,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,8
281,TOU-A1-115,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,121
282,TOU-A1-116,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,123
283,TOU-A1-117,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,8
284,TOU-A1-118,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
285,TOU-A1-119,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
286,TOU-A1-12,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,53
287,TOU-A1-120,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,8
288,TOU-A1-122,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,4
289,TOU-A1-123,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,0
290,TOU-A1-124,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,6
291,TOU-A1-125,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,5
292,TOU-A1-128,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,8
293,TOU-A1-129,France,46.6667,4.11667,Fabrice Roux,,,Arabidopsis thaliana,,8
