pk,name,country,latitude,longitude,collector,collection_date,cs_number,species,genotypes,count_phenotypes
1007,To-1,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1008,To-4,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1009,To-9,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1010,To-10,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1011,To-16,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1012,To-22,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1013,To-28,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1014,To-31,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1015,To-33,Sweden,55.5833,14.3333,Jon Ågren,,,Arabidopsis thaliana,,0
1016,VM-1,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1017,VM-2,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1018,VM-3,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1019,VM-4,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1020,VM-6,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1021,VM-7,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1022,VM-8,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1023,VM-9,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1024,VM-10,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1025,VM-11,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1026,VM-12,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1027,VM-13,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1028,VM-14,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1029,VM-15,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1030,VM-16,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1031,VM-17,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1032,VM-18,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1033,VM-19,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1034,VM-20,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1035,VM-21,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1036,VM-22,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1037,VM-23,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1038,VM-24,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1039,VM-25,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1040,VM-26,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1041,VM-27,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1042,VM-28,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1043,VM-29,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1044,VM-30,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1045,VM-31,Sweden,55.7,14.2,Jon Ågren,,,Arabidopsis thaliana,,0
1046,Brösarp-2,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1047,Brösarp-5,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1048,Brösarp-6,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1049,Brösarp-7,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1050,Brösarp-8,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1051,Brösarp-9,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1052,Brösarp-20,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1053,Brösarp-27,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1054,Brösarp-38,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1055,Brösarp-44,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1056,Brösarp-54,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1057,Brösarp-56,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1058,Brösarp-59,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1059,Brösarp-60,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1060,Brösarp-71,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1061,Brösarp-11-135,Sweden,55.7167,14.1333,Jon Ågren,,CS76727,Arabidopsis thaliana,,21
1062,Brösarp-15-138,Sweden,55.7167,14.1333,Jon Ågren,,CS76728,Arabidopsis thaliana,,13
1063,Brösarp-21-140,Sweden,55.7167,14.1333,Jon Ågren,,CS76729,Arabidopsis thaliana,,13
1064,Brösarp-25-142,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1065,Brösarp-32-143,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1066,Brösarp-34-145,Sweden,55.7167,14.1333,Jon Ågren,,CS76730,Arabidopsis thaliana,,12
1067,Brösarp-36-147,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1068,Brösarp-37-149,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1069,Brösarp-43-152,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1070,Brösarp-45-153,Sweden,55.7167,14.1333,Jon Ågren,,CS77643,Arabidopsis thaliana,,3
1071,Brösarp-47-155,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1072,Brösarp-51-157,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,5
1073,Brösarp-53-159,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1074,Brösarp-61-162,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,2
1075,Brösarp-63-163,Sweden,55.7167,14.1333,Jon Ågren,,,Arabidopsis thaliana,,0
1076,Vi-1,Sweden,56.0833,13.9,Jon Ågren,,,Arabidopsis thaliana,,0
1077,Vi-3,Sweden,56.0833,13.9,Jon Ågren,,,Arabidopsis thaliana,,0
1078,Vi-4,Sweden,56.0833,13.9,Jon Ågren,,,Arabidopsis thaliana,,0
1079,Vi-6,Sweden,56.0833,13.9,Jon Ågren,,,Arabidopsis thaliana,,0
1080,Vi-7,Sweden,56.0833,13.9,Jon Ågren,,,Arabidopsis thaliana,,0
1081,Vi-9,Sweden,56.0833,13.9,Jon Ågren,,,Arabidopsis thaliana,,0
1082,Vi-11,Sweden,56.0833,13.9,Jon Ågren,,,Arabidopsis thaliana,,0
1083,ESÖ-1,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1084,ESÖ-2,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1085,ESÖ-3,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1086,ESÖ-4,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1087,ESÖ-5,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1088,ESÖ-6,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1089,ESÖ-7,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1090,ESÖ-8,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1091,ESÖ-9,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1092,ESÖ-10,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1093,ESÖ-11,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1094,ESÖ-12,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1095,ESÖ-13,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1096,ESÖ-14,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1097,ESÖ-15,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1098,ESÖ-16,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1099,ESÖ-17,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1100,ESÖ-18,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1101,ESÖ-19,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1102,ESÖ-20,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1103,ESÖ-21,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1104,ESÖ-22,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1105,ESÖ-23,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1106,ESÖ-24,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1107,ESÖ-25,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1108,ESÖ-26,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1109,ESÖ-27,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1110,ESÖ-28,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1111,ESÖ-29,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1112,ESÖ-30,Sweden,56.6167,16.5,Jon Ågren,,,Arabidopsis thaliana,,0
1113,Gårdby-1,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1114,Gårdby-2,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1115,Gårdby-5,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1116,Gårdby-26,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1117,Gårdby-27,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1118,Gårdby-28,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1119,Gårdby-29,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1120,Gårdby-30,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1121,Gårdby-6-165,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1122,Gårdby-7-169,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1123,Gårdby-8-171,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1124,Gårdby-9-174,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1125,Gårdby-10-178,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1126,Gårdby-11-180,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1127,Gårdby-12-184,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1128,Gårdby-13-187,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1129,Gårdby-14-190,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1130,Gårdby-15-193,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1131,Gårdby-16-195,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1132,Gårdby-17-198,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1133,Gårdby-18-201,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1134,Gårdby-19-205,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1135,Gårdby-20-208,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1136,Gårdby-21-211,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1137,Gårdby-22-213,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,2
1138,Gårdby-23-217,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1139,Gårdby-24-220,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1140,Gårdby-25-222,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana,,0
1141,Aledal-18,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1142,Aledal-23,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1143,Aledal-24,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1144,Aledal-25,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1145,Aledal-26,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1146,Aledal-27,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1147,Aledal-28,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1148,Aledal-29,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1149,Aledal-30,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1150,Aledal-31,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1151,Aledal-32,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1152,Aledal-33,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1153,Aledal-1-34,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1154,Aledal-2-36,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1155,Aledal-3-40,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1156,Aledal-4-43,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1157,Aledal-5-46,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1158,Aledal-6-49,Sweden,56.7,16.5167,Jon Ågren,,CS76656,Arabidopsis thaliana,,7
1159,Aledal-7-51,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1160,Aledal-8-55,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1161,Aledal-9-58,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1162,Aledal-10-60,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1163,Aledal-11-63,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1164,Aledal-12-66,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1165,Aledal-13-70,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1166,Aledal-14-73,Sweden,56.7,16.5167,Jon Ågren,,CS77651,Arabidopsis thaliana,,5
1167,Aledal-15-75,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1168,Aledal-16-78,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1169,Aledal-17-82,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1170,Aledal-19-84,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana,,0
1171,Jul-2,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1172,Jul-14,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1173,Jul-29,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1174,Jul-31,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1175,Jul-32,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1176,Jul-33,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1177,Jul-38,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1178,Jul-39,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1179,Jul-40,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1180,Jul-45,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1181,Jul-47,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1182,Jul-64,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1183,Jul-68,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1184,Jul-70,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1185,Jul-71,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1186,Jul-72,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1187,Jul-74,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1188,Jul-77,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1189,Jul-78,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1190,Jul-79,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1191,Jul-80,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1192,Jul-84,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1193,Jul-86,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1194,Jul-87,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1195,Jul-88,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1196,Jul-89,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1197,Jul-91,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1198,Jul-93,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1199,Jul-94,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1200,Jul-99,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana,,0
1201,Hjä-1,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1202,Hjä-2,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1203,Hjä-4,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1204,Hjä-7,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1205,Hjä-9,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1206,Hjä-14,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1207,Hjä-16,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1208,Hjä-27,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1209,Hjä-28,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1210,Hjä-30,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1211,Hjä-40,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1212,Hjä-42,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1213,Hjä-49,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1214,Hjä-50,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1215,Hjä-52,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1216,Hjä-53,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1217,Hjä-55,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1218,Hjä-61,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1219,Hjä-63,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1220,Hjä-64,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1221,Hjä-65,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1222,Hjä-68,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1223,Hjä-69,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1224,Hjä-70,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1225,Hjä-71,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1226,Hjä-76,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1227,Hjä-86,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1228,Hjä-87,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1229,Hjä-88,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1230,Hjä-89,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana,,0
1231,Tos-1,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1232,Tos-2,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1233,Tos-3,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1234,Tos-5,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1235,Tos-6,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1236,Tos-7,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1237,Tos-34,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1238,Tos-39,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1239,Tos-50,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1240,Tos-62,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1241,Tos-64,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1242,Tos-71,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1243,Tos-76,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1244,Tos-79,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1245,Tos-91,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1246,Tos-30-371,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1247,Tos-31-374,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1248,Tos-43-375,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1249,Tos-46-378,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1250,Tos-51-380,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1251,Tos-58-382,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1252,Tos-75-384,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1253,Tos-80-385,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1254,Tos-82-387,Sweden,59.4333,17.0167,Jon Ågren,,CS77379,Arabidopsis thaliana,,16
1255,Tos-85-389,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1256,Tos-93-391,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,5
1257,Tos-95-393,Sweden,59.4333,17.0167,Jon Ågren,,CS77380,Arabidopsis thaliana,,7
1258,Tos-96-395,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1259,Tos-97-398,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1260,Tos-98-400,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana,,0
1261,Kö-4,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1262,Kö-11,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1263,Kö-12,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1264,Kö-13,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1265,Kö-19,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1266,Kö-20,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1267,Kö-23,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1268,Kö-24,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1269,Kö-26,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1270,Kö-27,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1271,Kö-28,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1272,Kö-31,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1273,Kö-33,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1274,Kö-34,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1275,Kö-35,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1276,Kö-36,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1277,Kö-37,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1278,Kö-38,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1279,Kö-40,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1280,Kö-41,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1281,Kö-42,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1282,Kö-43,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1283,Kö-44,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1284,Kö-45,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1285,Kö-49,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1286,Kö-50,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
1287,Kö-51,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana,,0
